2018-07-18,
2018-07-19,
2018-07-20,
2018-07-23,
2018-07-24,
2018-07-25,
2018-07-26,
2018-07-27,
2018-07-30,
2018-07-31,
2018-08-01,
2018-08-02,
2018-08-03,
2018-08-06,
2018-08-07,
2018-08-08,
2018-08-09,
2018-08-10,
2018-08-13,
2018-08-14,
2018-08-15,
2018-08-16,
2018-08-17,
2018-08-20,
2018-08-21,
2018-08-22,
2018-08-23,
2018-08-24,
2018-08-27,
2018-08-28,
2018-08-29,
2018-08-30,
2018-08-31,
2018-09-04,
2018-09-05,
2018-09-06,
2018-09-07,
2018-09-10,
2018-09-11,
2018-09-12,
2018-09-13,
2018-09-14,
2018-09-17,
2018-09-18,
2018-09-19,
2018-09-20,
2018-09-21,
2018-09-24,
2018-09-25,
2018-09-26,
2018-09-27,
2018-09-28,
2018-10-01,
2018-10-02,
2018-10-03,
2018-10-04,
2018-10-05,
2018-10-08,
2018-10-09,
2018-10-10,
2018-10-11,
2018-10-12,
2018-10-15,
2018-10-16,
2018-10-17,
2018-10-18,
2018-10-19,
2018-10-22,
2018-10-23,
2018-10-24,
2018-10-25,
2018-10-26,
2018-10-29,
2018-10-30,
2018-10-31,
2018-11-01,
2018-11-02,
2018-11-05,
2018-11-06,
2018-11-07,
2018-11-08,
2018-11-09,
2018-11-12,
2018-11-13,
2018-11-14,
2018-11-15,
2018-11-16,
2018-11-19,
2018-11-20,
2018-11-21,
2018-11-23,
2018-11-26,
2018-11-27,
2018-11-28,
2018-11-29,
2018-11-30,
2018-12-03,
2018-12-04,
2018-12-06,
2018-12-07,
2018-12-10,
2018-12-11,
2018-12-12,
2018-12-13,
2018-12-14,
2018-12-17,
2018-12-18,
2018-12-19,
2018-12-20,
2018-12-21,
2018-12-24,
2018-12-26,
2018-12-27,
2018-12-28,
2018-12-31,
2019-01-02,
2019-01-03,
2019-01-04,0.015629001270955456
2019-01-07,0.014853631092181366
2019-01-08,0.014808167748439297
2019-01-09,0.014769429461547235
2019-01-10,0.014741856498668446
2019-01-11,0.014730044719509595
2019-01-14,0.014718410003237177
2019-01-15,0.01481462350775356
2019-01-16,0.014740287089628186
2019-01-17,0.01470443398555197
2019-01-18,0.014732781681856532
2019-01-22,0.014553832198679503
2019-01-23,0.014595843560690573
2019-01-24,0.014663963902208445
2019-01-25,0.014676426743863626
2019-01-28,0.014585337899592727
2019-01-29,0.014845657318531175
2019-01-30,0.015103324773191342
2019-01-31,0.014660086481365926
2019-02-01,0.0010380770658225714
2019-02-04,0.0014558127255942313
2019-02-05,0.0022439249198372155
2019-02-06,0.00254264254467332
2019-02-07,0.0027451650963309796
2019-02-08,0.0038213622881673737
2019-02-11,0.0035735444603257997
2019-02-12,0.0037113543356563257
2019-02-13,0.004220405706029896
2019-02-14,0.004615517309731109
2019-02-15,0.004601794059068771
2019-02-19,0.005586837481079261
2019-02-20,0.005749759934729946
2019-02-21,0.005747240703735727
2019-02-22,0.005591749936473238
2019-02-25,0.005246340825457858
2019-02-26,0.005286319017945237
2019-02-27,0.005299383071746621
2019-02-28,0.005379092584336468
2019-03-01,0.005146568286706756
2019-03-04,0.005094351723066833
2019-03-05,0.0050899409808497316
2019-03-06,0.005120522770893848
2019-03-07,0.005209484997811631
2019-03-08,0.005240514508530204
2019-03-11,0.005246310198563334
2019-03-12,0.005171440150956817
2019-03-13,0.005282226567136285
2019-03-14,0.005242069472482882
2019-03-15,0.005226942301213443
2019-03-18,0.005209385209398157
2019-03-19,0.005188108942563998
2019-03-20,0.005177129117211537
2019-03-21,0.005169886470338903
2019-03-22,0.005107273206190252
2019-03-25,0.005103573013719156
2019-03-26,0.005131993512166492
2019-03-27,0.0050977356197009745
2019-03-28,0.005377932234001366
2019-03-29,0.005351570286746351
2019-04-01,0.005305994814017083
2019-04-02,0.0053146621661525045
2019-04-03,0.005326083631541192
2019-04-04,0.005409892197778422
2019-04-05,0.005468809129987084
2019-04-08,0.005490898877783622
2019-04-09,0.005509708796347153
2019-04-10,0.005553316060813191
2019-04-11,0.005666417840017763
2019-04-12,0.005651071431001902
2019-04-15,0.005662948538943072
2019-04-16,0.005654803849679759
2019-04-17,0.005705253540866806
2019-04-18,0.0057916645323248
2019-04-22,0.005785246977607344
2019-04-23,0.005763911735352864
2019-04-24,0.0056832054972311575
2019-04-25,0.005691273923506286
2019-04-26,0.005679623566203277
2019-04-29,0.005665868072526736
2019-04-30,0.006117178751432478
2019-05-01,0.006159870804391739
2019-05-02,0.007429513876195337
2019-05-03,0.007222957072672748
2019-05-06,0.01803052696861466
2019-05-07,0.01801533717861036
2019-05-08,0.017840889647023746
2019-05-09,0.017836247636235703
2019-05-10,0.01782125990233137
2019-05-13,0.017863490799415876
2019-05-14,0.017344754204225585
2019-05-15,0.017303833823822827
2019-05-16,0.017290460976564705
2019-05-17,0.017299930398418456
2019-05-20,0.01725665955345093
2019-05-21,0.01721113554149518
2019-05-22,0.017182232210122734
2019-05-23,0.01736391949022719
2019-05-24,0.013005604701335792
2019-05-28,0.013141297109070058
2019-05-29,0.012987281100402806
2019-05-30,0.01523601857625412
2019-05-31,0.015097579763975235
2019-06-03,0.015067472368120075
2019-06-04,0.01336120886778666
2019-06-05,0.013151146927133537
2019-06-06,0.013121371334051073
2019-06-07,0.013097159246126552
2019-06-10,0.013080373555655212
2019-06-11,0.013067956907423047
2019-06-12,0.013073311237401502
2019-06-13,0.01307318185487396
2019-06-14,0.013064209641627429
2019-06-17,0.013068758875145572
2019-06-18,0.013072561736740061
2019-06-19,0.01302865455792867
2019-06-20,0.013027700533390519
2019-06-21,0.012985427927797019
2019-06-24,0.012965944460052834
2019-06-25,0.012986227497852963
2019-06-26,0.01293643506301909
2019-06-27,0.013036935686535852
2019-06-28,0.013032683387157195
2019-07-01,0.013055926097551093
2019-07-02,0.013029009352975565
2019-07-03,0.013026469832144852
2019-07-05,0.012994577298452267
2019-07-08,0.013000828695496876
2019-07-09,0.01301982664444785
2019-07-10,0.013057934041860442
2019-07-11,0.013089832665111012
2019-07-12,0.013093988933986377
2019-07-15,0.01311251166974246
2019-07-16,0.013157884218419052
2019-07-17,0.01315257851358214
2019-07-18,0.013127462153180907
2019-07-19,0.013129127988351252
2019-07-22,0.01311510277985772
2019-07-23,0.013119059143641264
2019-07-24,0.01309112409241062
2019-07-25,0.0128515349188535
2019-07-26,0.011086985003971282
2019-07-29,0.00970235580674754
2019-07-30,0.009509400748361227
2019-07-31,0.008220679984808129
2019-08-01,0.009136988505388606
2019-08-02,0.009893071282441133
2019-08-05,0.012209911455236347
2019-08-06,-0.004629860364891618
2019-08-07,-0.0028770121816946367
2019-08-08,-0.003193523936892293
2019-08-09,-0.00323294106237295
2019-08-12,-0.0032498355065344216
2019-08-13,-0.0027436186003174847
2019-08-14,-0.003274747272369245
2019-08-15,-0.003834324297563035
2019-08-16,-0.004440651013703207
2019-08-19,-0.0070965464667761095
2019-08-20,-0.009678947734627281
2019-08-21,-0.00880143742140606
2019-08-22,-0.009487589933325446
2019-08-23,-0.009460364471857415
2019-08-26,-0.009239609138914851
2019-08-27,-0.009381580228667826
2019-08-28,-0.00977271132363366
2019-08-29,-0.009749487769218254
2019-08-30,-0.009826004739962134
2019-09-03,-0.008722378483309558
2019-09-04,-0.008527729002982227
2019-09-05,-0.010599946040787877
2019-09-06,-0.011293499254935255
2019-09-09,-0.009583420628346122
2019-09-10,-0.009585660288244013
2019-09-11,-0.00964614592291897
2019-09-12,-0.009636013134779037
2019-09-13,-0.009635818614199054
2019-09-16,-0.009634653834578968
2019-09-17,-0.00963316062763732
2019-09-18,-0.009781803586968377
2019-09-19,-0.00988318246506997
2019-09-20,-0.009910369634343335
2019-09-23,-0.011841611614894807
2019-09-24,-0.011838094090432256
2019-09-25,-0.013647184550420808
2019-09-26,-0.013785831498954515
2019-09-27,-0.013599586588642082
2019-09-30,-0.014974646259923613
2019-10-01,-0.015208629988388643
2019-10-02,-0.02442200295658895
2019-10-03,-0.019009281705122307
2019-10-04,-0.016756018574513108
2019-10-07,-0.016512570021480558
2019-10-08,-0.016448877976201103
2019-10-09,-0.0165114561330781
2019-10-10,-0.01650923656446595
2019-10-11,-0.016527023033009722
2019-10-14,-0.01730297557735463
2019-10-15,-0.017733112967753088
2019-10-16,-0.017770163914057037
2019-10-17,-0.017812283771721858
2019-10-18,-0.01800443607349376
2019-10-21,-0.01796524424538542
2019-10-22,-0.018200964241641374
2019-10-23,-0.018177762602350097
2019-10-24,-0.01822971991186938
2019-10-25,-0.018345872394432243
2019-10-28,-0.02012687279554755
2019-10-29,-0.01871884701697673
2019-10-30,-0.01937158089609338
2019-10-31,-0.019826086421227875
2019-11-01,-0.018054376492140117
2019-11-04,-0.020440078390143154
2019-11-05,-0.014040039272751978
2019-11-06,-0.014258354600756829
2019-11-07,-0.014451132668352708
2019-11-08,-0.013895093944571713
2019-11-11,-0.022433801412477007
2019-11-12,-0.02287223099522194
2019-11-13,-0.02508894173938337
2019-11-14,-0.022427127231957604
2019-11-15,-0.022958437264732793
2019-11-18,-0.023441229653900535
2019-11-19,-0.021466643124611266
2019-11-20,-0.02196696784289204
2019-11-21,-0.02415786697661349
2019-11-22,-0.024054450955896846
2019-11-25,-0.023273180201762826
2019-11-26,-0.02817016596412488
2019-11-27,-0.04229565799145737
2019-11-29,-0.04227183054719095
2019-12-02,-0.04181887082855529
2019-12-03,-0.043258828561831594
2019-12-04,-0.04246594650440176
2019-12-05,-0.05207954836348023
2019-12-06,-0.05527468492396775
2019-12-09,-0.05522116349655486
2019-12-10,-0.05874964024157293
2019-12-11,-0.05846102671759889
2019-12-12,-0.05916498264597288
2019-12-13,-0.06029244902551251
2019-12-16,-0.060322743953040985
2019-12-17,-0.06034111946851749
2019-12-18,-0.06180726061721164
2019-12-19,-0.061838604390952
2019-12-20,-0.06262405045284966
2019-12-23,-0.06416187913282885
2019-12-24,-0.06714160762979542
2019-12-26,-0.07042797252453722
2019-12-27,-0.07995095056104778
2019-12-30,-0.08003149516520158
2019-12-31,-0.07977037578486838
2020-01-02,-0.07995672169224113
2020-01-03,-0.07974584740023163
2020-01-06,-0.08296451495661247
2020-01-07,-0.08831832851117338
2020-01-08,-0.08832820631644785
2020-01-09,-0.08857608689478917
2020-01-10,-0.08848955075375628
2020-01-13,-0.08832322483465158
2020-01-14,-0.08822537591825136
2020-01-15,-0.0885829790267269
2020-01-16,-0.08909142351966534
2020-01-17,-0.08887257758163221
2020-01-21,-0.08903728515054886
2020-01-22,-0.08942378087779938
2020-01-23,-0.09126782165955193
2020-01-24,-0.09108590417954723
2020-01-27,-0.09371456310309928
2020-01-28,-0.08566411618763974
2020-01-29,-0.08161240970927977
2020-01-30,-0.08076535713574226
2020-01-31,-0.08247191484932959
2020-02-03,-0.08878679518934172
2020-02-04,-0.08844600372776883
2020-02-05,-0.08924838557084347
2020-02-06,-0.08943839297494421
2020-02-07,-0.09009828756358826
2020-02-10,-0.09279414761542203
2020-02-11,-0.09258099359055849
2020-02-12,-0.09260527801494749
2020-02-13,-0.09399526637289282
2020-02-14,-0.09436508451397628
2020-02-18,-0.09449628155542532
2020-02-19,-0.09634567766661845
2020-02-20,-0.09645843838796994
2020-02-21,-0.09610113013681526
2020-02-24,-0.0948327536859528
2020-02-25,-0.08605463565842243
2020-02-26,-0.08004841137668112
2020-02-27,-0.0796773524724559
2020-02-28,-0.06938958899166157
2020-03-02,-0.06892161212724231
2020-03-03,-0.06388395642979335
2020-03-04,-0.060779746550820475
2020-03-05,-0.057235699508505565
2020-03-06,-0.05401357401308407
2020-03-09,-0.053381285216245876
2020-03-10,-0.04072515354532794
2020-03-11,-0.03837027540296074
2020-03-12,-0.034997530065870634
2020-03-13,-0.02624464769218039
2020-03-16,-0.023586519513491413
2020-03-17,-0.016771794675454272
2020-03-18,-0.0007663784801289
2020-03-19,-0.0003402573936197289
2020-03-20,-0.00037938092903685473
2020-03-23,0.00045206346191637055
2020-03-24,-0.008150387022440305
2020-03-25,-0.009811702385205187
2020-03-26,-0.008115828926114853
2020-03-27,-0.015327607673659129
2020-03-30,-0.01382794950114204
2020-03-31,-0.013851494475935151
2020-04-01,-0.01364991957911852
2020-04-02,-0.01300807556729474
2020-04-03,-0.013076134243421373
2020-04-06,-0.012860535987905902
2020-04-07,-0.008006486404134237
2020-04-08,-0.007909123986156185
2020-04-09,-0.00808810437781789
2020-04-13,-0.00815173252335551
2020-04-14,-0.008082224770219587
2020-04-15,-0.008170194946910552
2020-04-16,-0.007987116030293891
2020-04-17,-0.00801397850038876
2020-04-20,-0.008156005111912216
2020-04-21,-0.007994602380735237
2020-04-22,-0.0077028589472116216
2020-04-23,-0.0077592092350437306
2020-04-24,-0.0077740981945543415
2020-04-27,-0.007856508360230878
2020-04-28,-0.007907096757022464
2020-04-29,-0.007864031107586648
2020-04-30,-0.007981068520672182
2020-05-01,-0.007966510323253115
2020-05-04,-0.007746111287624976
2020-05-05,-0.007706452954507042
2020-05-06,-0.007789676463518351
2020-05-07,-0.007874916449235964
2020-05-08,-0.008008416814894196
2020-05-11,-0.008211211724544167
2020-05-12,-0.00817825927643209
2020-05-13,-0.007804883713082926
2020-05-14,-0.007971050596614859
2020-05-15,-0.007825093729853575
2020-05-18,-0.00799893841777415
2020-05-19,-0.009597116380730757
2020-05-20,-0.010184678265322385
2020-05-21,-0.01029045465550966
2020-05-22,-0.010436459500643777
2020-05-26,-0.009572736871288002
2020-05-27,-0.009112654757968875
2020-05-28,-0.009234219879493107
2020-05-29,-0.009809898835772702
2020-06-01,-0.009767813064503535
2020-06-02,-0.009915152059906085
2020-06-03,-0.009527102906334869
2020-06-04,-0.009501461727740398
2020-06-05,-0.009436278335268965
2020-06-08,-0.009499991219343805
2020-06-09,-0.009508804283917087
2020-06-10,-0.009429346791817285
2020-06-11,-0.00939270192411038
2020-06-12,-0.008730496939471796
2020-06-15,-0.008767312269879762
2020-06-16,-0.008823170642242592
2020-06-17,-0.0089058881859551
2020-06-18,-0.008825395549772774
2020-06-19,-0.008814513901273106
2020-06-22,-0.008695128357725661
2020-06-23,-0.00877160178461002
2020-06-24,-0.008805091803268309
2020-06-25,-0.008662286154125521
2020-06-26,-0.008723021820380504
2020-06-29,-0.008513068291710352
2020-06-30,-0.008554496070409347
2020-07-01,-0.008570040366935932
2020-07-02,-0.008592710606299679
2020-07-06,-0.008580678430438906
2020-07-07,-0.008659783554809088
2020-07-08,-0.00862480785944775
2020-07-09,-0.008658094056026522
2020-07-10,-0.008595223285530714
2020-07-13,-0.008633755956246422
2020-07-14,-0.00855146189551611
2020-07-15,-0.008612501878456413
2020-07-16,-0.008679847800195971
2020-07-17,-0.008703587825784467
2020-07-20,-0.00869949157724297
2020-07-21,-0.008777439636540263
2020-07-22,-0.008775616182391742
2020-07-23,-0.00876852718282025
2020-07-24,-0.008609836064792929
2020-07-27,-0.008212691856681005
2020-07-28,-0.007911921823879313
2020-07-29,-0.007861173366276326
2020-07-30,-0.00795207341541373
2020-07-31,-0.007646578225371969
2020-08-03,-0.009085465361840591
2020-08-04,-0.010177685492605934
2020-08-05,-0.006427610180222226
2020-08-06,-0.007154085157709566
2020-08-07,-0.006755791314337199
2020-08-10,-0.006707989441522701
2020-08-11,-0.0064430565909722815
2020-08-12,-0.005799756982055827
2020-08-13,-0.0050232214889271345
2020-08-14,-0.005151300693560052
2020-08-17,-0.005105478402703634
2020-08-18,-0.004946236088864794
2020-08-19,-0.004960949101496113
2020-08-20,-0.005236137772069821
2020-08-21,-0.005140118438136384
2020-08-24,-0.005146915035977789
2020-08-25,-0.005728369831853654
2020-08-26,-0.005733337888604372
2020-08-27,-0.005598235375975649
2020-08-28,-0.0056782548763153
2020-08-31,-0.005712474962384002
2020-09-01,-0.005720671552912738
2020-09-02,-0.005181873502621203
2020-09-03,-0.003986185576692237
2020-09-04,-0.004448389043109482
2020-09-08,-0.004423605192817157
2020-09-09,-0.004256943267079616
2020-09-10,-0.004305740294830301
2020-09-11,-0.004182513774274688
2020-09-14,-0.004169439033833258
2020-09-15,-0.004225853811870822
2020-09-16,-0.004262533111660411
2020-09-17,-0.004199222232919256
2020-09-18,-0.00414401879447289
2020-09-21,-0.004050096762268468
2020-09-22,-0.0035156411693429406
2020-09-23,-0.0035706650261307024
2020-09-24,-0.0029961379891573353
2020-09-25,-0.002950080968890635
2020-09-28,-0.0030757520523770985
2020-09-29,-0.0027819200347578878
2020-09-30,-0.0026837935278461768
2020-10-01,-0.00025971657633566854
2020-10-02,-0.0017146064058416212
2020-10-05,-0.0021968672562846722
2020-10-06,-0.002260403962294365
2020-10-07,-0.002253612074658247
2020-10-08,-0.0023009411354010384
2020-10-09,-0.0022990298614541764
2020-10-12,-0.0023056899536087368
2020-10-13,-0.002321893862846692
2020-10-14,-0.002302424502538822
2020-10-15,-0.002248372572884693
2020-10-16,-0.002249661435739979
2020-10-19,-0.0022376992502326984
2020-10-20,-0.0021960274834642527
2020-10-21,-0.0021872157565763634
2020-10-22,-0.002192053355754264
2020-10-23,-0.002200368955489732
2020-10-26,-0.0021936693670997695
2020-10-27,-0.0018918203261694012
2020-10-28,-0.0022260929720332636
2020-10-29,-0.002036246906240982
2020-10-30,-0.0021270659643076503
2020-11-02,-0.0025254065615375465
2020-11-03,-0.0037949562836014326
2020-11-04,-0.004451496190120787
2020-11-05,-0.003955692829170659
2020-11-06,-0.0029551325885209074
2020-11-09,-0.002846783667573286
2020-11-10,-0.0020469673800992466
2020-11-11,-0.0014702925553630782
2020-11-12,-0.0016316759866266952
2020-11-13,-0.002507833635982325
2020-11-16,-0.0018895948870596112
2020-11-17,-0.0027740757517657018
2020-11-18,-0.0033157670304910236
2020-11-19,-0.004471940692814604
2020-11-20,-0.00459210694869167
2020-11-23,-0.00407107815165832
2020-11-24,-0.00400047755831915
2020-11-25,-0.0020126167369216522
2020-11-27,-0.0020700095209324615
2020-11-30,-0.002207717791673709
2020-12-01,-0.0022400346607953283
2020-12-02,-0.002132889119763993
2020-12-03,-0.0022481318445765263
2020-12-04,-0.0018425419887576552
2020-12-07,-0.0018400676266240286
2020-12-08,-0.001811286507137971
2020-12-09,-0.001497684090096334
2020-12-10,-0.0015232238383881764
2020-12-11,-0.001385516812776046
2020-12-14,-0.0011348802519734677
2020-12-15,-0.001122806526086333
2020-12-16,-0.0013733466969299496
2020-12-17,-0.0013811967127276715
2020-12-18,-0.0013931209655105737
2020-12-21,-0.0014042024437662635
2020-12-22,-0.00135166531768944
2020-12-23,-0.0013446850667648228
2020-12-24,-0.001346557252987009
2020-12-28,-0.0013436165621255412
2020-12-29,-0.0013618507429042316
2020-12-30,-0.0013700282398607013
2020-12-31,-0.0013679022324494926
2021-01-04,-0.0013594241755263605
2021-01-05,-0.001344630493083327
2021-01-06,-0.0013508710730359696
2021-01-07,-0.001369573029777217
2021-01-08,-0.0013877352860845547
2021-01-11,-0.0013855660449414008
2021-01-12,-0.0013767059578744419
2021-01-13,-0.0013628851228299167
2021-01-14,-0.001371954427596452
2021-01-15,-0.001359384387797662
2021-01-19,-0.0013257967144055223
2021-01-20,-0.0013353920117233587
2021-01-21,-0.0013943543376687692
2021-01-22,-0.0013805333179735344
2021-01-25,-0.0014220923530372642
2021-01-26,-0.0010588942533430751
2021-01-27,-0.0019432743930014665
2021-01-28,-0.0017193304026401242
2021-01-29,-0.0022348526909749793
2021-02-01,-0.0012800751826841181
2021-02-02,0.004520232026359989
2021-02-03,0.003433306652556669
2021-02-04,0.003450485709444332
2021-02-05,0.004841145652472783
2021-02-08,0.004840179677740354
2021-02-09,0.004821785271208621
2021-02-10,0.0048353415628501414
2021-02-11,0.004838473312593321
2021-02-12,0.004846792883224689
2021-02-16,0.004837474730321532
2021-02-17,0.004840983012298921
2021-02-18,0.00483735245560414
2021-02-19,0.004850121801797306
2021-02-22,0.004847431894400793
2021-02-23,0.00484577294878747
2021-02-24,0.004845216243415037
2021-02-25,0.004822323515532832
2021-02-26,0.0048263639372756965
2021-03-01,0.004859188025953623
2021-03-02,0.004795791456016603
2021-03-03,0.005025614444304656
2021-03-04,0.004819560085808815
2021-03-05,0.003793537626839238
2021-03-08,0.0023945981971690558
2021-03-09,0.0024484786617060073
2021-03-10,0.000997712382920437
2021-03-11,0.0011525752231780657
2021-03-12,0.0017940988393225577
2021-03-15,0.0018484163316714458
2021-03-16,0.0019784375268309465
2021-03-17,0.0006476781006177854
2021-03-18,-0.015794537805210767
2021-03-19,-0.020495445663837764
2021-03-22,-0.020372404919406766
2021-03-23,-0.021892948280231767
2021-03-24,-0.010491247987154374
2021-03-25,-0.007967245570014611
2021-03-26,-0.010303567465183622
2021-03-29,0.0036657568802801054
2021-03-30,0.001017040665534466
2021-03-31,0.0012370585415170288
2021-04-01,0.0013576786680544795
2021-04-05,0.002254719596066465
2021-04-06,0.0023000282319846823
2021-04-07,0.0020858823066291794
2021-04-08,-0.008907894939841107
2021-04-09,-0.00878881853503173
2021-04-12,-0.008955422821844123
2021-04-13,-0.008963105867159218
2021-04-14,-0.009022594918338204
2021-04-15,-0.009126609150008354
2021-04-16,-0.009329281723410597
2021-04-19,-0.009327351476067763
2021-04-20,-0.009404141781858529
2021-04-21,-0.009514191925300399
2021-04-22,-0.009914657180576245
2021-04-23,-0.009917844499734946
2021-04-26,-0.009923298184955394
2021-04-27,-0.009936202491254221
2021-04-28,-0.009944574198104517
2021-04-29,-0.009967405370789165
2021-04-30,-0.01020328404193038
2021-05-03,-0.010106158848435085
2021-05-04,-0.01047573072994123
2021-05-05,-0.009475687652290685
2021-05-06,-0.009397058971431619
2021-05-07,-0.008676910086746934
2021-05-10,-0.009037827310127528
2021-05-11,-0.010613477576449553
2021-05-12,-0.01172850643562647
2021-05-13,-0.011414633686307048
2021-05-14,-0.011902771207274884
2021-05-17,-0.01421530752383951
2021-05-18,-0.013836969227273743
2021-05-19,-0.010261679306762948
2021-05-20,-0.007918133916005817
2021-05-21,-0.006016264239444777
2021-05-24,-0.005396584484730361
2021-05-25,-0.005536289695164254
2021-05-26,-0.0062778694433446285
2021-05-27,-0.006337543813315728
2021-05-28,-0.0063302240637578165
2021-06-01,-0.006399069868909733
2021-06-02,-0.006463143376842564
2021-06-03,-0.006448511939256358
2021-06-04,-0.005871676798560646
2021-06-07,-0.005728698573877982
2021-06-08,-0.005301345168933788
2021-06-09,-0.005323368140788275
2021-06-10,-0.004939511564128989
2021-06-11,-0.005399310733813593
2021-06-14,-0.006067625590792034
2021-06-15,-0.00594638157553614
2021-06-16,-0.006790595542377558
2021-06-17,-0.008374514358619354
2021-06-18,-0.008164649039821215
2021-06-21,-0.014197403732248192
2021-06-22,-0.016625819308489033
2021-06-23,-0.015910590649321564
2021-06-24,-0.015797802107763048
2021-06-25,-0.017902036023913805
2021-06-28,-0.017336259981462404
2021-06-29,-0.018191997461730447
2021-06-30,-0.018085555376983
2021-07-01,-0.0182849890874284
2021-07-02,-0.01693163135494114
2021-07-06,-0.018429760414663727
2021-07-07,-0.018385940731119897
2021-07-08,-0.019146051070446556
2021-07-09,-0.02186477902595466
2021-07-12,-0.02254483033163146
2021-07-13,-0.021738065591949067
2021-07-14,-0.021581743732649976
2021-07-15,-0.0217349308767624
2021-07-16,-0.01928237566409234
2021-07-19,-0.017234577348120537
2021-07-20,-0.005651496440425903
2021-07-21,0.0002954021566252381
2021-07-22,0.0027655969934772488
2021-07-23,0.0028517380672408387
2021-07-26,0.004363553228766184
2021-07-27,0.004107865574865755
2021-07-28,0.006318560562506443
2021-07-29,0.006250989827368592
2021-07-30,0.007292936518454845
2021-08-02,0.0070386235224053646
2021-08-03,0.011759715494745958
2021-08-04,0.012142187853572121
2021-08-05,0.010932560097932878
2021-08-06,0.01266266193730957
2021-08-09,0.01085423203007828
2021-08-10,0.010993637161872334
2021-08-11,0.009858875429050387
2021-08-12,0.0068003184451573915
2021-08-13,0.0040037380446730315
2021-08-16,0.003737716067729795
2021-08-17,0.003452819994390754
2021-08-18,0.003007623797099612
2021-08-19,0.003194772809301541
2021-08-20,0.0045247653925027465
2021-08-23,0.0042211380904856235
2021-08-24,0.0041626092933574246
2021-08-25,0.005908630642454674
2021-08-26,0.006053981925789416
2021-08-27,0.005193619190423835
2021-08-30,0.005552275177743798
2021-08-31,0.005811366882061518
2021-09-01,0.0060441753390566896
2021-09-02,0.0027523874715744455
2021-09-03,0.00020633968377720656
2021-09-07,0.0053183309847571955
2021-09-08,0.0040058611350461595
2021-09-09,0.003931839689687199
2021-09-10,0.004039794931573344
2021-09-13,0.004076696386998691
2021-09-14,0.004072372687657562
2021-09-15,0.004129979135905295
2021-09-16,0.004115692838268941
2021-09-17,0.004114981913342607
2021-09-20,0.004101836298177697
2021-09-21,0.0040951684329044846
2021-09-22,0.0041064066844108404
2021-09-23,0.004108840456855974
2021-09-24,0.004144768667445358
2021-09-27,0.004147215026603356
2021-09-28,0.004231099533547632
2021-09-29,0.004254346434984388
2021-09-30,0.00424951914846892
2021-10-01,0.005066779544862484
2021-10-04,0.00829885166411005
2021-10-05,-0.001120758626346547
2021-10-06,-0.0010910490338911817
2021-10-07,-0.0012099820514341122
2021-10-08,-0.0011734616755610244
2021-10-11,-0.0011150478730602457
2021-10-12,-0.0010210060514704682
2021-10-13,-0.0009249697194276905
2021-10-14,-0.0009871095213038542
2021-10-15,-0.0011104286118054987
2021-10-18,-0.0011593844349076406
2021-10-19,-0.0011800091364813428
2021-10-20,-0.0013300559419047895
2021-10-21,-0.001329631312982262
2021-10-22,-0.0013566267927663453
2021-10-25,-0.0013193649979088137
2021-10-26,-0.0013299662588043548
2021-10-27,-0.0014771166749513506
2021-10-28,-0.0010991559188562386
